State Code,District Code,Area Name,Total/ Rural/ Urban,Adolescent and youth categories,Total Population - Persons,Total Population - Males,Total Population - Females,Scheduled Caste - Persons,Scheduled Tribe - Persons,Scheduled Tribe - Males,Illiiterates - Total - Persons,Illiiterates - Total - Males,Illiiterates - Total - Females,Main Worker - Agricultural labourers - Persons
17,0,State - MEGHALAYA (17),Total,15-19,326188,164716,161472,1915,285845,142992,41800,23327,18473,11611
17,0,State - MEGHALAYA (17),Total,20-24,285012,139140,145872,1772,243449,116920,51340,25200,26140,17323
17,0,State - MEGHALAYA (17),Total,Adolescent (10-19),708794,358189,350605,3930,624657,313657,94776,53103,41673,13809
17,0,State - MEGHALAYA (17),Total,Youth (15-24),611200,303856,307344,3687,529294,259912,93140,48527,44613,28934
17,0,State - MEGHALAYA (17),Rural,All Ages,2371439,1194260,1177179,11573,2136891,1070557,1056285,518624,537661,111422
17,0,State - MEGHALAYA (17),Rural,10-14,315360,159784,155576,1419,286946,145078,50555,28532,22023,2161
17,0,State - MEGHALAYA (17),Rural,15-19,254132,129138,124994,1197,231473,117153,39195,22053,17142,11318
17,0,State - MEGHALAYA (17),Rural,20-24,217643,105372,112271,1107,195840,94335,47929,23610,24319,16863
17,0,State - MEGHALAYA (17),Rural,Adolescent (10-19),569492,288922,280570,2616,518419,262231,89750,50585,39165,13479
17,0,State - MEGHALAYA (17),Rural,Youth (15-24),471775,234510,237265,2304,427313,211488,87124,45663,41461,28181
17,0,State - MEGHALAYA (17),Urban,All Ages,595450,297572,297878,5782,418970,199171,125599,59329,66270,3220
17,0,State - MEGHALAYA (17),Urban,10-14,67246,33689,33557,596,51866,25587,2421,1244,1177,37
17,0,State - MEGHALAYA (17),Urban,15-19,72056,35578,36478,718,54372,25839,2605,1274,1331,293
17,0,State - MEGHALAYA (17),Urban,20-24,67369,33768,33601,665,47609,22585,3411,1590,1821,460
17,0,State - MEGHALAYA (17),Urban,Adolescent (10-19),139302,69267,70035,1314,106238,51426,5026,2518,2508,330
17,0,State - MEGHALAYA (17),Urban,Youth (15-24),139425,69346,70079,1383,101981,48424,6016,2864,3152,753
17,293,District - West Garo Hills (01),Total,All Ages,643291,324159,319132,8810,474009,236772,284589,130721,153868,20540
17,293,District - West Garo Hills (01),Total,10-14,81938,41641,40297,1064,61449,30975,14465,7847,6618,349
17,293,District - West Garo Hills (01),Total,15-19,71274,36134,35140,1045,54535,27444,10507,5347,5160,1361
17,293,District - West Garo Hills (01),Total,20-24,59906,28920,30986,891,44113,21196,12992,5400,7592,2399
17,293,District - West Garo Hills (01),Total,Adolescent (10-19),153212,77775,75437,2109,115984,58419,24972,13194,11778,1710
17,293,District - West Garo Hills (01),Total,Youth (15-24),131180,65054,66126,1936,98648,48640,23499,10747,12752,3760
17,293,District - West Garo Hills (01),Rural,All Ages,568433,286923,281510,6249,420285,210724,269985,123903,146082,20417
17,293,District - West Garo Hills (01),Rural,10-14,73075,37416,35659,809,54631,27801,14118,7682,6436,348
17,293,District - West Garo Hills (01),Rural,15-19,61117,31276,29841,712,46733,23746,10178,5175,5003,1350
17,293,District - West Garo Hills (01),Rural,20-24,51536,24817,26719,599,37988,18204,12629,5243,7386,2391
17,293,District - West Garo Hills (01),Rural,Adolescent (10-19),134192,68692,65500,1521,101364,51547,24296,12857,11439,1698
17,293,District - West Garo Hills (01),Rural,Youth (15-24),112653,56093,56560,1311,84721,41950,22807,10418,12389,3741
17,293,District - West Garo Hills (01),Urban,All Ages,74858,37236,37622,2561,53724,26048,14604,6818,7786,123
17,293,District - West Garo Hills (01),Urban,10-14,8863,4225,4638,255,6818,3174,347,165,182,1
17,293,District - West Garo Hills (01),Urban,15-19,10157,4858,5299,333,7802,3698,329,172,157,11
17,293,District - West Garo Hills (01),Urban,20-24,8370,4103,4267,292,6125,2992,363,157,206,8
17,293,District - West Garo Hills (01),Urban,Adolescent (10-19),19020,9083,9937,588,14620,6872,676,337,339,12
17,293,District - West Garo Hills (01),Urban,Youth (15-24),18527,8961,9566,625,13927,6690,692,329,363,19
17,294,District - East Garo Hills (02),Total,All Ages,317917,161223,156694,509,305180,153861,125770,58710,67060,8054
17,294,District - East Garo Hills (02),Total,10-14,41241,21043,20198,62,39800,20307,7423,3930,3493,141
17,294,District - East Garo Hills (02),Total,15-19,35312,17642,17670,58,34060,16934,4426,2195,2231,470
17,294,District - East Garo Hills (02),Total,20-24,29973,14124,15849,67,28698,13363,5561,2197,3364,1072
17,294,District - East Garo Hills (02),Total,Adolescent (10-19),76553,38685,37868,120,73860,37241,11849,6125,5724,611
17,294,District - East Garo Hills (02),Total,Youth (15-24),65285,31766,33519,125,62758,30297,9987,4392,5595,1542
17,294,District - East Garo Hills (02),Rural,All Ages,273725,138763,134962,215,265979,134637,115832,54058,61774,7774
17,294,District - East Garo Hills (02),Rural,10-14,35312,18076,17236,21,34331,17591,7105,3776,3329,139
17,294,District - East Garo Hills (02),Rural,15-19,29469,14900,14569,20,28658,14450,4177,2076,2101,464
17,294,District - East Garo Hills (02),Rural,20-24,25282,11796,13486,33,24563,11410,5262,2060,3202,1048
17,294,District - East Garo Hills (02),Rural,Adolescent (10-19),64781,32976,31805,41,62989,32041,11282,5852,5430,603
17,294,District - East Garo Hills (02),Rural,Youth (15-24),54751,26696,28055,53,53221,25860,9439,4136,5303,1512
17,294,District - East Garo Hills (02),Urban,All Ages,44192,22460,21732,294,39201,19224,9938,4652,5286,280
17,294,District - East Garo Hills (02),Urban,10-14,5929,2967,2962,41,5469,2716,318,154,164,2
17,294,District - East Garo Hills (02),Urban,15-19,5843,2742,3101,38,5402,2484,249,119,130,6
17,294,District - East Garo Hills (02),Urban,20-24,4691,2328,2363,34,4135,1953,299,137,162,24
17,294,District - East Garo Hills (02),Urban,Adolescent (10-19),11772,5709,6063,79,10871,5200,567,273,294,8
17,294,District - East Garo Hills (02),Urban,Youth (15-24),10534,5070,5464,72,9537,4437,548,256,292,30
17,295,District - South Garo Hills (03),Total,All Ages,142334,73170,69164,319,134237,68140,60272,28167,32105,2781
17,295,District - South Garo Hills (03),Total,10-14,18564,9446,9118,39,17782,9021,3095,1633,1462,27
17,295,District - South Garo Hills (03),Total,15-19,15437,7866,7571,36,14692,7442,1954,981,973,129
17,295,District - South Garo Hills (03),Total,20-24,12801,6294,6507,35,11975,5761,2362,1028,1334,314
17,295,District - South Garo Hills (03),Total,Adolescent (10-19),34001,17312,16689,75,32474,16463,5049,2614,2435,156
17,295,District - South Garo Hills (03),Total,Youth (15-24),28238,14160,14078,71,26667,13203,4316,2009,2307,443
17,295,District - South Garo Hills (03),Rural,All Ages,129203,66470,62733,191,123068,62583,56928,26590,30338,2700
17,295,District - South Garo Hills (03),Rural,10-14,16718,8549,8169,18,16126,8215,3020,1593,1427,27
17,295,District - South Garo Hills (03),Rural,15-19,13940,7145,6795,22,13397,6829,1885,948,937,129
17,295,District - South Garo Hills (03),Rural,20-24,11531,5659,5872,20,10902,5241,2276,994,1282,305
17,295,District - South Garo Hills (03),Rural,Adolescent (10-19),30658,15694,14964,40,29523,15044,4905,2541,2364,156
17,295,District - South Garo Hills (03),Rural,Youth (15-24),25471,12804,12667,42,24299,12070,4161,1942,2219,434
17,295,District - South Garo Hills (03),Urban,All Ages,13131,6700,6431,128,11169,5557,3344,1577,1767,81
17,295,District - South Garo Hills (03),Urban,10-14,1846,897,949,21,1656,806,75,40,35,0
17,295,District - South Garo Hills (03),Urban,15-19,1497,721,776,14,1295,613,69,33,36,0
17,295,District - South Garo Hills (03),Urban,20-24,1270,635,635,15,1073,520,86,34,52,9
17,295,District - South Garo Hills (03),Urban,Adolescent (10-19),3343,1618,1725,35,2951,1419,144,73,71,0
17,295,District - South Garo Hills (03),Urban,Youth (15-24),2767,1356,1411,29,2368,1133,155,67,88,9
17,296,District - West Khasi Hills (04),Total,All Ages,383461,193715,189746,168,375097,189134,152783,76408,76375,19987
17,296,District - West Khasi Hills (04),Total,10-14,53030,26881,26149,16,52056,26385,6508,3526,2982,492
17,296,District - West Khasi Hills (04),Total,15-19,41934,21518,20416,24,41241,21155,4265,2486,1779,2245
17,296,District - West Khasi Hills (04),Total,20-24,34772,17140,17632,26,34039,16753,5103,2717,2386,3329
17,296,District - West Khasi Hills (04),Total,Adolescent (10-19),94964,48399,46565,40,93297,47540,10773,6012,4761,2737
17,296,District - West Khasi Hills (04),Total,Youth (15-24),76706,38658,38048,50,75280,37908,9368,5203,4165,5574
17,296,District - West Khasi Hills (04),Rural,All Ages,340356,172380,167976,145,332455,168040,139783,69887,69896,18964
17,296,District - West Khasi Hills (04),Rural,10-14,46925,23774,23151,16,46007,23307,6268,3385,2883,478
17,296,District - West Khasi Hills (04),Rural,15-19,36551,18818,17733,21,35905,18474,4059,2354,1705,2131
17,296,District - West Khasi Hills (04),Rural,20-24,30565,15098,15467,23,29868,14727,4839,2559,2280,3182
17,296,District - West Khasi Hills (04),Rural,Adolescent (10-19),83476,42592,40884,37,81912,41781,10327,5739,4588,2609
17,296,District - West Khasi Hills (04),Rural,Youth (15-24),67116,33916,33200,44,65773,33201,8898,4913,3985,5313
17,296,District - West Khasi Hills (04),Urban,All Ages,43105,21335,21770,23,42642,21094,13000,6521,6479,1023
17,296,District - West Khasi Hills (04),Urban,10-14,6105,3107,2998,0,6049,3078,240,141,99,14
17,296,District - West Khasi Hills (04),Urban,15-19,5383,2700,2683,3,5336,2681,206,132,74,114
17,296,District - West Khasi Hills (04),Urban,20-24,4207,2042,2165,3,4171,2026,264,158,106,147
17,296,District - West Khasi Hills (04),Urban,Adolescent (10-19),11488,5807,5681,3,11385,5759,446,273,173,128
17,296,District - West Khasi Hills (04),Urban,Youth (15-24),9590,4742,4848,6,9507,4707,470,290,180,261
17,297,District - Ribhoi (05),Total,All Ages,258840,132531,126309,590,230081,115907,102981,51554,51427,14216
17,297,District - Ribhoi (05),Total,10-14,35439,18111,17328,68,32419,16536,3903,2303,1600,285
17,297,District - Ribhoi (05),Total,15-19,28285,14410,13875,72,25417,12871,3098,1781,1317,1640
17,297,District - Ribhoi (05),Total,20-24,24142,11840,12302,67,20941,10079,3861,1971,1890,2248
17,297,District - Ribhoi (05),Total,Adolescent (10-19),63724,32521,31203,140,57836,29407,7001,4084,2917,1925
17,297,District - Ribhoi (05),Total,Youth (15-24),52427,26250,26177,139,46358,22950,6959,3752,3207,3888
17,297,District - Ribhoi (05),Rural,All Ages,233587,118705,114882,504,212325,107235,95770,48023,47747,13090
17,297,District - Ribhoi (05),Rural,10-14,32436,16534,15902,59,29863,15208,3754,2220,1534,270
17,297,District - Ribhoi (05),Rural,15-19,25631,13110,12521,59,23236,11818,2934,1697,1237,1509
17,297,District - Ribhoi (05),Rural,20-24,21431,10436,10995,54,19179,9272,3682,1889,1793,2040
17,297,District - Ribhoi (05),Rural,Adolescent (10-19),58067,29644,28423,118,53099,27026,6688,3917,2771,1779
17,297,District - Ribhoi (05),Rural,Youth (15-24),47062,23546,23516,113,42415,21090,6616,3586,3030,3549
17,297,District - Ribhoi (05),Urban,All Ages,25253,13826,11427,86,17756,8672,7211,3531,3680,1126
17,297,District - Ribhoi (05),Urban,10-14,3003,1577,1426,9,2556,1328,149,83,66,15
17,297,District - Ribhoi (05),Urban,15-19,2654,1300,1354,13,2181,1053,164,84,80,131
17,297,District - Ribhoi (05),Urban,20-24,2711,1404,1307,13,1762,807,179,82,97,208
17,297,District - Ribhoi (05),Urban,Adolescent (10-19),5657,2877,2780,22,4737,2381,313,167,146,146
17,297,District - Ribhoi (05),Urban,Youth (15-24),5365,2704,2661,26,3943,1860,343,166,177,339
17,298,District - East Khasi Hills (06),Total,All Ages,825922,410749,415173,5642,661158,320048,247892,123479,124413,30464
17,298,District - East Khasi Hills (06),Total,10-14,98483,49583,48900,625,83561,41771,6537,3822,2715,484
17,298,District - East Khasi Hills (06),Total,15-19,90186,45355,44831,548,74057,36359,6033,3504,2529,3505
17,298,District - East Khasi Hills (06),Total,20-24,86204,42763,43441,563,68250,32653,8067,4390,3677,4943
17,298,District - East Khasi Hills (06),Total,Adolescent (10-19),188669,94938,93731,1173,157618,78130,12570,7326,5244,3989
17,298,District - East Khasi Hills (06),Total,Youth (15-24),176390,88118,88272,1111,142307,69012,14100,7894,6206,8448
17,298,District - East Khasi Hills (06),Rural,All Ages,459441,228409,231032,3054,432621,213721,176433,90164,86269,29906
17,298,District - East Khasi Hills (06),Rural,10-14,60665,30514,30151,364,57658,28996,5368,3223,2145,479
17,298,District - East Khasi Hills (06),Rural,15-19,47589,24012,23577,242,45309,22787,4584,2845,1739,3478
17,298,District - East Khasi Hills (06),Rural,20-24,43231,21040,22191,267,40803,19746,5995,3458,2537,4880
17,298,District - East Khasi Hills (06),Rural,Adolescent (10-19),108254,54526,53728,606,102967,51783,9952,6068,3884,3957
17,298,District - East Khasi Hills (06),Rural,Youth (15-24),90820,45052,45768,509,86112,42533,10579,6303,4276,8358
17,298,District - East Khasi Hills (06),Urban,All Ages,366481,182340,184141,2588,228537,106327,71459,33315,38144,558
17,298,District - East Khasi Hills (06),Urban,10-14,37818,19069,18749,261,25903,12775,1169,599,570,5
17,298,District - East Khasi Hills (06),Urban,15-19,42597,21343,21254,306,28748,13572,1449,659,790,27
17,298,District - East Khasi Hills (06),Urban,20-24,42973,21723,21250,296,27447,12907,2072,932,1140,63
17,298,District - East Khasi Hills (06),Urban,Adolescent (10-19),80415,40412,40003,567,54651,26347,2618,1258,1360,32
17,298,District - East Khasi Hills (06),Urban,Youth (15-24),85570,43066,42504,602,56195,26479,3521,1591,1930,90
17,299,District - Jaintia Hills (07),Total,All Ages,395124,196285,198839,1317,376099,185866,207597,108914,98683,18600
17,299,District - Jaintia Hills (07),Total,10-14,53911,26768,27143,141,51745,25670,11045,6715,4330,420
17,299,District - Jaintia Hills (07),Total,15-19,43760,21791,21969,132,41843,20787,11517,7033,4484,2261
17,299,District - Jaintia Hills (07),Total,20-24,37214,18059,19155,123,35433,17115,13394,7497,5897,3018
17,299,District - Jaintia Hills (07),Total,Adolescent (10-19),97671,48559,49112,273,93588,46457,22562,13748,8814,2681
17,299,District - Jaintia Hills (07),Total,Youth (15-24),80974,39850,41124,255,77276,37902,24911,14530,10381,5279
17,299,District - Jaintia Hills (07),Rural,All Ages,366694,182610,184084,1215,350158,173617,201554,105999,95555,18571
17,299,District - Jaintia Hills (07),Rural,10-14,50229,24921,25308,132,48330,23960,10922,6653,4269,420
17,299,District - Jaintia Hills (07),Rural,15-19,39835,19877,19958,121,38235,19049,11378,6958,4420,2257
17,299,District - Jaintia Hills (07),Rural,20-24,34067,16526,17541,111,32537,15735,13246,7407,5839,3017
17,299,District - Jaintia Hills (07),Rural,Adolescent (10-19),90064,44798,45266,253,86565,43009,22300,13611,8689,2677
17,299,District - Jaintia Hills (07),Rural,Youth (15-24),73902,36403,37499,232,70772,34784,24624,14365,10259,5274
17,299,District - Jaintia Hills (07),Urban,All Ages,28430,13675,14755,102,25941,12249,6043,2915,3128,29
17,299,District - Jaintia Hills (07),Urban,10-14,3682,1847,1835,9,3415,1710,123,62,61,0
17,299,District - Jaintia Hills (07),Urban,15-19,3925,1914,2011,11,3608,1738,139,75,64,4
17,299,District - Jaintia Hills (07),Urban,20-24,3147,1533,1614,12,2896,1380,148,90,58,1
17,299,District - Jaintia Hills (07),Urban,Adolescent (10-19),7607,3761,3846,20,7023,3448,262,137,125,4
17,299,District - Jaintia Hills (07),Urban,Youth (15-24),7072,3447,3625,23,6504,3118,287,165,122,5
18,0,State - ASSAM (18),Total,All Ages,31205576,15939443,15266133,2231321,3884371,1957005,12027599,5370804,6656795,903294
18,0,State - ASSAM (18),Total,10-14,3491727,1789381,1702346,248490,446049,227164,415173,210707,204466,15365
18,0,State - ASSAM (18),Total,15-19,3068581,1595489,1473092,231601,409120,206577,450936,215486,235450,78183
18,0,State - ASSAM (18),Total,20-24,2909405,1415580,1493825,218142,361974,170362,600742,229984,370758,113820
18,0,State - ASSAM (18),Total,Adolescent (10-19),6560308,3384870,3175438,480091,855169,433741,866109,426193,439916,93548
18,0,State - ASSAM (18),Total,Youth (15-24),5977986,3011069,2966917,449743,771094,376939,1051678,445470,606208,192003
18,0,State - ASSAM (18),Rural,All Ages,26807034,13678989,13128045,1825761,3665405,1847326,11121598,4972796,6148802,885561
18,0,State - ASSAM (18),Rural,10-14,3099766,1587764,1512002,209316,423183,215563,395793,201403,194390,15163
18,0,State - ASSAM (18),Rural,15-19,2664091,1388492,1275599,190661,384629,194615,427995,205337,222658,77115
18,0,State - ASSAM (18),Rural,20-24,2477603,1203111,1274492,175384,338230,159124,569392,218280,351112,112082
18,0,State - ASSAM (18),Rural,Adolescent (10-19),5763857,2976256,2787601,399977,807812,410178,823788,406740,417048,92278
18,0,State - ASSAM (18),Rural,Youth (15-24),5141694,2591603,2550091,366045,722859,353739,997387,423617,573770,189197
18,0,State - ASSAM (18),Urban,All Ages,4398542,2260454,2138088,405560,218966,109679,906001,398008,507993,17733
18,0,State - ASSAM (18),Urban,10-14,391961,201617,190344,39174,22866,11601,19380,9304,10076,202
18,0,State - ASSAM (18),Urban,15-19,404490,206997,197493,40940,24491,11962,22941,10149,12792,1068
18,0,State - ASSAM (18),Urban,20-24,431802,212469,219333,42758,23744,11238,31350,11704,19646,1738
18,0,State - ASSAM (18),Urban,Adolescent (10-19),796451,408614,387837,80114,47357,23563,42321,19453,22868,1270
18,0,State - ASSAM (18),Urban,Youth (15-24),836292,419466,416826,83698,48235,23200,54291,21853,32438,2806
18,300,District - Kokrajhar (01),Total,All Ages,887142,452905,434237,29570,278665,139579,397837,177685,220152,29518
18,300,District - Kokrajhar (01),Total,10-14,101991,52377,49614,3178,30985,15744,13424,6694,6730,455
18,300,District - Kokrajhar (01),Total,15-19,91091,47788,43303,3061,30209,15250,15068,7033,8035,2218
18,300,District - Kokrajhar (01),Total,20-24,81497,39679,41818,2982,25919,12146,19952,7484,12468,3467
18,300,District - Kokrajhar (01),Total,Adolescent (10-19),193082,100165,92917,6239,61194,30994,28492,13727,14765,2673
18,300,District - Kokrajhar (01),Total,Youth (15-24),172588,87467,85121,6043,56128,27396,35020,14517,20503,5685
18,300,District - Kokrajhar (01),Rural,All Ages,832201,424446,407755,23747,266717,133788,386311,172788,213523,29387
18,300,District - Kokrajhar (01),Rural,10-14,97213,49944,47269,2657,29813,15157,13234,6612,6622,455
18,300,District - Kokrajhar (01),Rural,15-19,85982,45132,40850,2496,28942,14626,14809,6922,7887,2210
18,300,District - Kokrajhar (01),Rural,20-24,76169,36980,39189,2349,24808,11652,19573,7344,12229,3455
18,300,District - Kokrajhar (01),Rural,Adolescent (10-19),183195,95076,88119,5153,58755,29783,28043,13534,14509,2665
18,300,District - Kokrajhar (01),Rural,Youth (15-24),162151,82112,80039,4845,53750,26278,34382,14266,20116,5665
18,300,District - Kokrajhar (01),Urban,All Ages,54941,28459,26482,5823,11948,5791,11526,4897,6629,131
18,300,District - Kokrajhar (01),Urban,10-14,4778,2433,2345,521,1172,587,190,82,108,0
18,300,District - Kokrajhar (01),Urban,15-19,5109,2656,2453,565,1267,624,259,111,148,8
18,300,District - Kokrajhar (01),Urban,20-24,5328,2699,2629,633,1111,494,379,140,239,12
18,300,District - Kokrajhar (01),Urban,Adolescent (10-19),9887,5089,4798,1086,2439,1211,449,193,256,8
18,300,District - Kokrajhar (01),Urban,Youth (15-24),10437,5355,5082,1198,2378,1118,638,251,387,20
18,301,District - Dhubri (02),Total,All Ages,1949258,997848,951410,70395,6332,3198,1026917,486297,540620,107424
18,301,District - Dhubri (02),Total,10-14,232151,120946,111205,7430,624,325,49208,28208,21000,1914
18,301,District - Dhubri (02),Total,15-19,185117,99147,85970,7004,653,340,48578,25996,22582,9356
18,301,District - Dhubri (02),Total,20-24,180560,88433,92127,7209,552,269,63946,27757,36189,14539
18,301,District - Dhubri (02),Total,Adolescent (10-19),417268,220093,197175,14434,1277,665,97786,54204,43582,11270
18,301,District - Dhubri (02),Total,Youth (15-24),365677,187580,178097,14213,1205,609,112524,53753,58771,23895
18,301,District - Dhubri (02),Rural,All Ages,1745557,893914,851643,39929,5631,2831,971911,462519,509392,106522
18,301,District - Dhubri (02),Rural,10-14,212895,110996,101899,4423,558,290,47886,27482,20404,1903
18,301,District - Dhubri (02),Rural,15-19,165775,89395,76380,3886,580,295,46987,25236,21751,9295
18,301,District - Dhubri (02),Rural,20-24,160262,78470,81792,3958,495,242,61753,26947,34806,14440
18,301,District - Dhubri (02),Rural,Adolescent (10-19),378670,200391,178279,8309,1138,585,94873,52718,42155,11198
18,301,District - Dhubri (02),Rural,Youth (15-24),326037,167865,158172,7844,1075,537,108740,52183,56557,23735
18,301,District - Dhubri (02),Urban,All Ages,203701,103934,99767,30466,701,367,55006,23778,31228,902
18,301,District - Dhubri (02),Urban,10-14,19256,9950,9306,3007,66,35,1322,726,596,11
18,301,District - Dhubri (02),Urban,15-19,19342,9752,9590,3118,73,45,1591,760,831,61
18,301,District - Dhubri (02),Urban,20-24,20298,9963,10335,3251,57,27,2193,810,1383,99
18,301,District - Dhubri (02),Urban,Adolescent (10-19),38598,19702,18896,6125,139,80,2913,1486,1427,72
18,301,District - Dhubri (02),Urban,Youth (15-24),39640,19715,19925,6369,130,72,3784,1570,2214,160
18,302,District - Goalpara (03),Total,All Ages,1008183,513292,494891,45094,231570,116013,444606,208990,235616,37509
18,302,District - Goalpara (03),Total,10-14,118515,61087,57428,4984,25324,12894,16355,9489,6866,616
18,302,District - Goalpara (03),Total,15-19,102641,54846,47795,4795,25677,12932,18317,10219,8098,3330
18,302,District - Goalpara (03),Total,20-24,94834,45526,49308,4583,22526,10783,25351,11134,14217,4700
18,302,District - Goalpara (03),Total,Adolescent (10-19),221156,115933,105223,9779,51001,25826,34672,19708,14964,3946
18,302,District - Goalpara (03),Total,Youth (15-24),197475,100372,97103,9378,48203,23715,43668,21353,22315,8030
18,302,District - Goalpara (03),Rural,All Ages,870121,443244,426877,32886,219871,110337,396733,187159,209574,36011
18,302,District - Goalpara (03),Rural,10-14,103968,53741,50227,3805,24074,12305,14906,8697,6209,583
18,302,District - Goalpara (03),Rural,15-19,89052,47698,41354,3567,24352,12271,16532,9322,7210,3207
18,302,District - Goalpara (03),Rural,20-24,80988,38908,42080,3240,21281,10221,22711,10074,12637,4541
18,302,District - Goalpara (03),Rural,Adolescent (10-19),193020,101439,91581,7372,48426,24576,31438,18019,13419,3790
18,302,District - Goalpara (03),Rural,Youth (15-24),170040,86606,83434,6807,45633,22492,39243,19396,19847,7748
18,302,District - Goalpara (03),Urban,All Ages,138062,70048,68014,12208,11699,5676,47873,21831,26042,1498
18,302,District - Goalpara (03),Urban,10-14,14547,7346,7201,1179,1250,589,1449,792,657,33
18,302,District - Goalpara (03),Urban,15-19,13589,7148,6441,1228,1325,661,1785,897,888,123
18,302,District - Goalpara (03),Urban,20-24,13846,6618,7228,1343,1245,562,2640,1060,1580,159
18,302,District - Goalpara (03),Urban,Adolescent (10-19),28136,14494,13642,2407,2575,1250,3234,1689,1545,156
18,302,District - Goalpara (03),Urban,Youth (15-24),27435,13766,13669,2571,2570,1223,4425,1957,2468,282
18,303,District - Barpeta (04),Total,All Ages,1693622,867004,826618,95320,27344,13530,796564,367966,428598,56932
18,303,District - Barpeta (04),Total,10-14,198779,103144,95635,10503,3075,1575,30932,17007,13925,1015
18,303,District - Barpeta (04),Total,15-19,156404,87787,68617,9888,3088,1529,29608,16896,12712,5690
18,303,District - Barpeta (04),Total,20-24,153925,74412,79513,9479,2705,1261,44492,18153,26339,7703
18,303,District - Barpeta (04),Total,Adolescent (10-19),355183,190931,164252,20391,6163,3104,60540,33903,26637,6705
18,303,District - Barpeta (04),Total,Youth (15-24),310329,162199,148130,19367,5793,2790,74100,35049,39051,13393
18,303,District - Barpeta (04),Rural,All Ages,1546269,791789,754480,73946,25829,12810,763807,354087,409720,56237
18,303,District - Barpeta (04),Rural,10-14,185380,96144,89236,8244,2899,1483,30311,16696,13615,1011
18,303,District - Barpeta (04),Rural,15-19,142454,80457,61997,7605,2865,1419,28816,16521,12295,5642
18,303,District - Barpeta (04),Rural,20-24,139225,67124,72101,7107,2540,1208,43379,17675,25704,7619
18,303,District - Barpeta (04),Rural,Adolescent (10-19),327834,176601,151233,15849,5764,2902,59127,33217,25910,6653
18,303,District - Barpeta (04),Rural,Youth (15-24),281679,147581,134098,14712,5405,2627,72195,34196,37999,13261
18,303,District - Barpeta (04),Urban,All Ages,147353,75215,72138,21374,1515,720,32757,13879,18878,695
18,303,District - Barpeta (04),Urban,10-14,13399,7000,6399,2259,176,92,621,311,310,4
18,303,District - Barpeta (04),Urban,15-19,13950,7330,6620,2283,223,110,792,375,417,48
18,303,District - Barpeta (04),Urban,20-24,14700,7288,7412,2372,165,53,1113,478,635,84
18,303,District - Barpeta (04),Urban,Adolescent (10-19),27349,14330,13019,4542,399,202,1413,686,727,52
18,303,District - Barpeta (04),Urban,Youth (15-24),28650,14618,14032,4655,388,163,1905,853,1052,132
18,304,District - Morigaon (05),Total,All Ages,957423,486651,470772,117841,136777,68382,417521,196953,220568,40019
18,304,District - Morigaon (05),Total,10-14,114433,58521,55912,13678,15960,8200,15868,9244,6624,1147
18,304,District - Morigaon (05),Total,15-19,92456,48555,43901,12057,13536,6804,16255,9179,7076,4952
18,304,District - Morigaon (05),Total,20-24,85234,41056,44178,10994,12222,5658,20745,9148,11597,5759
18,304,District - Morigaon (05),Total,Adolescent (10-19),206889,107076,99813,25735,29496,15004,32123,18423,13700,6099
18,304,District - Morigaon (05),Total,Youth (15-24),177690,89611,88079,23051,25758,12462,37000,18327,18673,10711
18,304,District - Morigaon (05),Rural,All Ages,884125,449123,435002,109307,130548,65266,398595,188520,210075,39333
18,304,District - Morigaon (05),Rural,10-14,107263,54873,52390,12815,15325,7882,15372,8978,6394,1133
18,304,District - Morigaon (05),Rural,15-19,85243,44903,40340,11165,12894,6475,15660,8895,6765,4875
18,304,District - Morigaon (05),Rural,20-24,77805,37504,40301,10094,11537,5334,20037,8869,11168,5673
18,304,District - Morigaon (05),Rural,Adolescent (10-19),192506,99776,92730,23980,28219,14357,31032,17873,13159,6008
18,304,District - Morigaon (05),Rural,Youth (15-24),163048,82407,80641,21259,24431,11809,35697,17764,17933,10548
18,304,District - Morigaon (05),Urban,All Ages,73298,37528,35770,8534,6229,3116,18926,8433,10493,686
18,304,District - Morigaon (05),Urban,10-14,7170,3648,3522,863,635,318,496,266,230,14
18,304,District - Morigaon (05),Urban,15-19,7213,3652,3561,892,642,329,595,284,311,77
18,304,District - Morigaon (05),Urban,20-24,7429,3552,3877,900,685,324,708,279,429,86
18,304,District - Morigaon (05),Urban,Adolescent (10-19),14383,7300,7083,1755,1277,647,1091,550,541,91
18,304,District - Morigaon (05),Urban,Youth (15-24),14642,7204,7438,1792,1327,653,1303,563,740,163
18,305,District - Nagaon (06),Total,All Ages,2823768,1439112,1384656,266350,115153,57759,1113052,517262,595790,107649
18,305,District - Nagaon (06),Total,10-14,337490,171406,166084,29929,13240,6754,34951,19150,15801,2603
18,305,District - Nagaon (06),Total,15-19,273468,142792,130676,28039,11151,5713,39494,21445,18049,12866
18,305,District - Nagaon (06),Total,20-24,255222,124381,130841,26038,10370,4681,53433,22951,30482,15604
18,305,District - Nagaon (06),Total,Adolescent (10-19),610958,314198,296760,57968,24391,12467,74445,40595,33850,15469
18,305,District - Nagaon (06),Total,Youth (15-24),528690,267173,261517,54077,21521,10394,92927,44396,48531,28470
18,305,District - Nagaon (06),Rural,All Ages,2454234,1250985,1203249,228530,109549,54926,1031734,481468,550266,105522
18,305,District - Nagaon (06),Rural,10-14,303547,154148,149399,26447,12678,6443,33389,18318,15071,2567
