State Code,District Code,Area Name,Total/ Rural/ Urban,Adolescent and youth categories,Total Population - Persons,Total Population - Males,Total Population - Females,Scheduled Caste - Persons,Scheduled Tribe - Persons,Scheduled Tribe - Males,Illiiterates - Total - Persons,Illiiterates - Total - Males,Illiiterates - Total - Females,Main Worker - Agricultural labourers - Persons
9,196,District - Chandauli (65),Total,Adolescent (10-19),460068,245106,214962,105241,9779,5084,41493,18196,23297,5501
9,196,District - Chandauli (65),Total,Youth (15-24),376839,202358,174481,82371,7835,4119,50342,17890,32452,12776
9,196,District - Chandauli (65),Rural,All Ages,1710203,890630,819573,412719,37688,19482,696183,282067,414116,79962
9,196,District - Chandauli (65),Rural,10-14,217623,114617,103006,53830,4796,2466,15659,7192,8467,1108
9,196,District - Chandauli (65),Rural,15-19,183009,99241,83768,42942,3950,2074,17145,6678,10467,4271
9,196,District - Chandauli (65),Rural,20-24,140090,74218,65872,31961,2970,1560,24873,7166,17707,8181
9,196,District - Chandauli (65),Rural,Adolescent (10-19),400632,213858,186774,96772,8746,4540,32804,13870,18934,5379
9,196,District - Chandauli (65),Rural,Youth (15-24),323099,173459,149640,74903,6920,3634,42018,13844,28174,12452
9,196,District - Chandauli (65),Urban,All Ages,242553,127275,115278,34067,4037,2089,81967,36384,45583,1907
9,196,District - Chandauli (65),Urban,10-14,29788,15576,14212,4214,499,254,4319,2140,2179,13
9,196,District - Chandauli (65),Urban,15-19,29648,15672,13976,4255,534,290,4370,2186,2184,109
9,196,District - Chandauli (65),Urban,20-24,24092,13227,10865,3213,381,195,3954,1860,2094,215
9,196,District - Chandauli (65),Urban,Adolescent (10-19),59436,31248,28188,8469,1033,544,8689,4326,4363,122
9,196,District - Chandauli (65),Urban,Youth (15-24),53740,28899,24841,7468,915,485,8324,4046,4278,324
9,197,District - Varanasi (66),Total,All Ages,3676841,1921857,1754984,486958,28617,14992,1272938,532741,740197,98334
9,197,District - Varanasi (66),Total,10-14,453183,237732,215451,62837,3737,1920,37374,18327,19047,1284
9,197,District - Varanasi (66),Total,15-19,428313,229883,198430,56793,3359,1838,42591,20045,22546,5865
9,197,District - Varanasi (66),Total,20-24,346716,186901,159815,43571,2736,1464,50805,19565,31240,11386
9,197,District - Varanasi (66),Total,Adolescent (10-19),881496,467615,413881,119630,7096,3758,79965,38372,41593,7149
9,197,District - Varanasi (66),Total,Youth (15-24),775029,416784,358245,100364,6095,3302,93396,39610,53786,17251
9,197,District - Varanasi (66),Rural,All Ages,2079790,1076526,1003264,358612,19144,9912,778558,307070,471488,86557
9,197,District - Varanasi (66),Rural,10-14,273401,142844,130557,47563,2700,1393,12158,5569,6589,1051
9,197,District - Varanasi (66),Rural,15-19,239709,128948,110761,40707,2208,1214,15668,6221,9447,5028
9,197,District - Varanasi (66),Rural,20-24,180298,95254,85044,30019,1674,859,25716,7242,18474,10023
9,197,District - Varanasi (66),Rural,Adolescent (10-19),513110,271792,241318,88270,4908,2607,27826,11790,16036,6079
9,197,District - Varanasi (66),Rural,Youth (15-24),420007,224202,195805,70726,3882,2073,41384,13463,27921,15051
9,197,District - Varanasi (66),Urban,All Ages,1597051,845331,751720,128346,9473,5080,494380,225671,268709,11777
9,197,District - Varanasi (66),Urban,10-14,179782,94888,84894,15274,1037,527,25216,12758,12458,233
9,197,District - Varanasi (66),Urban,15-19,188604,100935,87669,16086,1151,624,26923,13824,13099,837
9,197,District - Varanasi (66),Urban,20-24,166418,91647,74771,13552,1062,605,25089,12323,12766,1363
9,197,District - Varanasi (66),Urban,Adolescent (10-19),368386,195823,172563,31360,2188,1151,52139,26582,25557,1070
9,197,District - Varanasi (66),Urban,Youth (15-24),355022,192582,162440,29638,2213,1229,52012,26147,25865,2200
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,All Ages,1578213,807099,771114,353103,1873,986,668067,260317,407750,36116
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,10-14,213157,112249,100908,48724,251,134,16610,7569,9041,407
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,15-19,183671,97372,86299,38378,216,111,18800,6704,12096,1855
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,20-24,139249,70831,68418,29290,172,94,30009,7117,22892,4134
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,Adolescent (10-19),396828,209621,187207,87102,467,245,35410,14273,21137,2262
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Total,Youth (15-24),322920,168203,154717,67668,388,205,48809,13821,34988,5989
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,All Ages,1348911,686589,662322,322782,1758,920,581041,222637,358404,34313
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,10-14,183422,96714,86708,44641,232,120,12817,5663,7154,389
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,15-19,155031,82011,73020,34919,202,103,14945,4893,10052,1737
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,20-24,116528,58258,58270,26724,167,90,25772,5350,20422,3917
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,Adolescent (10-19),338453,178725,159728,79560,434,223,27762,10556,17206,2126
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Rural,Youth (15-24),271559,140269,131290,61643,369,193,40717,10243,30474,5654
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,All Ages,229302,120510,108792,30321,115,66,87026,37680,49346,1803
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,10-14,29735,15535,14200,4083,19,14,3793,1906,1887,18
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,15-19,28640,15361,13279,3459,14,8,3855,1811,2044,118
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,20-24,22721,12573,10148,2566,5,4,4237,1767,2470,217
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,Adolescent (10-19),58375,30896,27479,7542,33,22,7648,3717,3931,136
9,198,District - Sant Ravidas Nagar (Bhadohi) (67),Urban,Youth (15-24),51361,27934,23427,6025,19,12,8092,3578,4514,335
9,199,District - Mirzapur (68),Total,All Ages,2496970,1312302,1184668,661129,20132,10480,1068287,446465,621822,151210
9,199,District - Mirzapur (68),Total,10-14,324099,171021,153078,88952,2757,1448,25079,11390,13689,2192
9,199,District - Mirzapur (68),Total,15-19,268119,148076,120043,67918,2011,1093,29018,11517,17501,9433
9,199,District - Mirzapur (68),Total,20-24,217387,118268,99119,54513,1595,824,46540,13165,33375,18164
9,199,District - Mirzapur (68),Total,Adolescent (10-19),592218,319097,273121,156870,4768,2541,54097,22907,31190,11625
9,199,District - Mirzapur (68),Total,Youth (15-24),485506,266344,219162,122431,3606,1917,75558,24682,50876,27597
9,199,District - Mirzapur (68),Rural,All Ages,2149403,1127138,1022265,613590,19188,9973,947819,393285,554534,147121
9,199,District - Mirzapur (68),Rural,10-14,283901,149629,134272,82797,2645,1391,20097,8838,11259,2124
9,199,District - Mirzapur (68),Rural,15-19,227722,125795,101927,62254,1905,1038,23681,8833,14848,9190
9,199,District - Mirzapur (68),Rural,20-24,182012,97954,84058,49919,1487,765,40789,10580,30209,17726
9,199,District - Mirzapur (68),Rural,Adolescent (10-19),511623,275424,236199,145051,4550,2429,43778,17671,26107,11314
9,199,District - Mirzapur (68),Rural,Youth (15-24),409734,223749,185985,112173,3392,1803,64470,19413,45057,26916
9,199,District - Mirzapur (68),Urban,All Ages,347567,185164,162403,47539,944,507,120468,53180,67288,4089
9,199,District - Mirzapur (68),Urban,10-14,40198,21392,18806,6155,112,57,4982,2552,2430,68
9,199,District - Mirzapur (68),Urban,15-19,40397,22281,18116,5664,106,55,5337,2684,2653,243
9,199,District - Mirzapur (68),Urban,20-24,35375,20314,15061,4594,108,59,5751,2585,3166,438
9,199,District - Mirzapur (68),Urban,Adolescent (10-19),80595,43673,36922,11819,218,112,10319,5236,5083,311
9,199,District - Mirzapur (68),Urban,Youth (15-24),75772,42595,33177,10258,214,114,11088,5269,5819,681
9,200,District - Sonbhadra (69),Total,All Ages,1862559,971344,891215,421661,385018,197825,876851,369356,507495,147315
9,200,District - Sonbhadra (69),Total,10-14,247413,128302,119111,57394,52277,26830,28559,11840,16719,2266
9,200,District - Sonbhadra (69),Total,15-19,188531,102164,86367,41514,35060,18868,27789,9849,17940,9155
9,200,District - Sonbhadra (69),Total,20-24,156577,81176,75401,33599,29868,14832,42172,11471,30701,18231
9,200,District - Sonbhadra (69),Total,Adolescent (10-19),435944,230466,205478,98908,87337,45698,56348,21689,34659,11421
9,200,District - Sonbhadra (69),Total,Youth (15-24),345108,183340,161768,75113,64928,33700,69961,21320,48641,27386
9,200,District - Sonbhadra (69),Rural,All Ages,1548217,803345,744872,384816,374916,192524,795341,335248,460093,144654
9,200,District - Sonbhadra (69),Rural,10-14,210991,108969,102022,52853,51046,26195,26261,10770,15491,2240
9,200,District - Sonbhadra (69),Rural,15-19,150936,81987,68949,37039,33904,18244,25570,8888,16682,8991
9,200,District - Sonbhadra (69),Rural,20-24,123840,63621,60219,29762,28873,14294,39358,10501,28857,17959
9,200,District - Sonbhadra (69),Rural,Adolescent (10-19),361927,190956,170971,89892,84950,44439,51831,19658,32173,11231
9,200,District - Sonbhadra (69),Rural,Youth (15-24),274776,145608,129168,66801,62777,32538,64928,19389,45539,26950
9,200,District - Sonbhadra (69),Urban,All Ages,314342,167999,146343,36845,10102,5301,81510,34108,47402,2661
9,200,District - Sonbhadra (69),Urban,10-14,36422,19333,17089,4541,1231,635,2298,1070,1228,26
9,200,District - Sonbhadra (69),Urban,15-19,37595,20177,17418,4475,1156,624,2219,961,1258,164
9,200,District - Sonbhadra (69),Urban,20-24,32737,17555,15182,3837,995,538,2814,970,1844,272
9,200,District - Sonbhadra (69),Urban,Adolescent (10-19),74017,39510,34507,9016,2387,1259,4517,2031,2486,190
9,200,District - Sonbhadra (69),Urban,Youth (15-24),70332,37732,32600,8312,2151,1162,5033,1931,3102,436
9,201,District - Etah (70),Total,All Ages,1774480,947339,827141,281011,140,87,719278,300297,418981,80122
9,201,District - Etah (70),Total,10-14,240411,131179,109232,39412,20,13,25990,12420,13570,1139
9,201,District - Etah (70),Total,15-19,210531,117601,92930,32903,10,5,25709,10974,14735,7413
9,201,District - Etah (70),Total,20-24,156459,86313,70146,24216,15,10,31537,10339,21198,12185
9,201,District - Etah (70),Total,Adolescent (10-19),450942,248780,202162,72315,30,18,51699,23394,28305,8552
9,201,District - Etah (70),Total,Youth (15-24),366990,203914,163076,57119,25,15,57246,21313,35933,19598
9,201,District - Etah (70),Rural,All Ages,1506338,805589,700749,245671,34,20,628622,259003,369619,74682
9,201,District - Etah (70),Rural,10-14,207637,113260,94377,34731,6,5,21102,9891,11211,1086
9,201,District - Etah (70),Rural,15-19,177980,100175,77805,28523,5,1,20671,8450,12221,6946
9,201,District - Etah (70),Rural,20-24,128821,71426,57395,20689,4,2,26640,8053,18587,11396
9,201,District - Etah (70),Rural,Adolescent (10-19),385617,213435,172182,63254,11,6,41773,18341,23432,8032
9,201,District - Etah (70),Rural,Youth (15-24),306801,171601,135200,49212,9,3,47311,16503,30808,18342
9,201,District - Etah (70),Urban,All Ages,268142,141750,126392,35340,106,67,90656,41294,49362,5440
9,201,District - Etah (70),Urban,10-14,32774,17919,14855,4681,14,8,4888,2529,2359,53
9,201,District - Etah (70),Urban,15-19,32551,17426,15125,4380,5,4,5038,2524,2514,467
9,201,District - Etah (70),Urban,20-24,27638,14887,12751,3527,11,8,4897,2286,2611,789
9,201,District - Etah (70),Urban,Adolescent (10-19),65325,35345,29980,9061,19,12,9926,5053,4873,520
9,201,District - Etah (70),Urban,Youth (15-24),60189,32313,27876,7907,16,12,9935,4810,5125,1256
9,202,District - Kanshiram Nagar (71),Total,All Ages,1436719,764165,672554,254299,150,80,711869,311362,400507,63666
9,202,District - Kanshiram Nagar (71),Total,10-14,199792,107678,92114,36882,20,11,35709,17298,18411,1145
9,202,District - Kanshiram Nagar (71),Total,15-19,168442,92803,75639,29082,16,6,36057,15999,20058,7725
9,202,District - Kanshiram Nagar (71),Total,20-24,122499,67386,55113,21030,10,7,38596,14251,24345,10375
9,202,District - Kanshiram Nagar (71),Total,Adolescent (10-19),368234,200481,167753,65964,36,17,71766,33297,38469,8870
9,202,District - Kanshiram Nagar (71),Total,Youth (15-24),290941,160189,130752,50112,26,13,74653,30250,44403,18100
9,202,District - Kanshiram Nagar (71),Rural,All Ages,1148512,612556,535956,222875,120,66,582984,251994,330990,55870
9,202,District - Kanshiram Nagar (71),Rural,10-14,162672,87764,74908,32484,14,9,26401,12546,13855,1034
9,202,District - Kanshiram Nagar (71),Rural,15-19,132978,74024,58954,25124,13,5,26846,11514,15332,6947
9,202,District - Kanshiram Nagar (71),Rural,20-24,93981,51949,42032,17939,8,6,30609,10504,20105,9120
9,202,District - Kanshiram Nagar (71),Rural,Adolescent (10-19),295650,161788,133862,57608,27,14,53247,24060,29187,7981
9,202,District - Kanshiram Nagar (71),Rural,Youth (15-24),226959,125973,100986,43063,21,11,57455,22018,35437,16067
9,202,District - Kanshiram Nagar (71),Urban,All Ages,288207,151609,136598,31424,30,14,128885,59368,69517,7796
9,202,District - Kanshiram Nagar (71),Urban,10-14,37120,19914,17206,4398,6,2,9308,4752,4556,111
9,202,District - Kanshiram Nagar (71),Urban,15-19,35464,18779,16685,3958,3,1,9211,4485,4726,778
9,202,District - Kanshiram Nagar (71),Urban,20-24,28518,15437,13081,3091,2,1,7987,3747,4240,1255
9,202,District - Kanshiram Nagar (71),Urban,Adolescent (10-19),72584,38693,33891,8356,9,3,18519,9237,9282,889
9,202,District - Kanshiram Nagar (71),Urban,Youth (15-24),63982,34216,29766,7049,5,2,17198,8232,8966,2033
10,0,State - BIHAR (10),Total,All Ages,104099452,54278157,49821295,16567325,1336573,682516,51594899,22670134,28924765,9537418
10,0,State - BIHAR (10),Total,10-14,13919882,7323831,6596051,2260712,181436,94152,2323371,1063679,1259692,151655
10,0,State - BIHAR (10),Total,15-19,9472695,5290581,4182114,1356347,120454,65915,2134176,962553,1171623,599921
10,0,State - BIHAR (10),Total,20-24,8064735,4210585,3854150,1235167,98236,49021,2725795,979683,1746112,1090689
10,0,State - BIHAR (10),Total,Adolescent (10-19),23392577,12614412,10778165,3617059,301890,160067,4457547,2026232,2431315,751576
10,0,State - BIHAR (10),Total,Youth (15-24),17537430,9501166,8036264,2591514,218690,114936,4859971,1942236,2917735,1690610
10,0,State - BIHAR (10),Rural,All Ages,92341436,48073850,44267586,15344215,1270851,648535,47529284,20832020,26697264,9225709
10,0,State - BIHAR (10),Rural,10-14,12472947,6563975,5908972,2099320,172618,89570,2144143,973866,1170277,148088
10,0,State - BIHAR (10),Rural,15-19,8243729,4622498,3621231,1232617,113112,61879,1965209,876423,1088786,580793
10,0,State - BIHAR (10),Rural,20-24,7011053,3644529,3366524,1130196,92399,45938,2534768,899008,1635760,1056658
10,0,State - BIHAR (10),Rural,Adolescent (10-19),20716676,11186473,9530203,3331937,285730,151449,4109352,1850289,2259063,728881
10,0,State - BIHAR (10),Rural,Youth (15-24),15254782,8267027,6987755,2362813,205511,107817,4499977,1775431,2724546,1637451
10,0,State - BIHAR (10),Urban,All Ages,11758016,6204307,5553709,1223110,65722,33981,4065615,1838114,2227501,311709
10,0,State - BIHAR (10),Urban,10-14,1446935,759856,687079,161392,8818,4582,179228,89813,89415,3567
10,0,State - BIHAR (10),Urban,15-19,1228966,668083,560883,123730,7342,4036,168967,86130,82837,19128
10,0,State - BIHAR (10),Urban,20-24,1053682,566056,487626,104971,5837,3083,191027,80675,110352,34031
10,0,State - BIHAR (10),Urban,Adolescent (10-19),2675901,1427939,1247962,285122,16160,8618,348195,175943,172252,22695
10,0,State - BIHAR (10),Urban,Youth (15-24),2282648,1234139,1048509,228701,13179,7119,359994,166805,193189,53159
10,203,District - Pashchim Champaran (01),Total,All Ages,3935042,2061110,1873932,553944,250046,127680,2175561,969884,1205677,464772
10,203,District - Pashchim Champaran (01),Total,10-14,526888,277964,248924,73460,33784,17310,98891,43748,55143,7632
10,203,District - Pashchim Champaran (01),Total,15-19,331086,189463,141623,41244,22296,11896,82669,37377,45292,28444
10,203,District - Pashchim Champaran (01),Total,20-24,278401,146737,131664,37194,17223,8453,109186,38574,70612,48878
10,203,District - Pashchim Champaran (01),Total,Adolescent (10-19),857974,467427,390547,114704,56080,29206,181560,81125,100435,36076
10,203,District - Pashchim Champaran (01),Total,Youth (15-24),609487,336200,273287,78438,39519,20349,191855,75951,115904,77322
10,203,District - Pashchim Champaran (01),Rural,All Ages,3541877,1853809,1688068,524727,245578,125327,2016473,897416,1119057,448353
10,203,District - Pashchim Champaran (01),Rural,10-14,476593,251845,224748,69613,33170,16981,92072,40389,51683,7483
10,203,District - Pashchim Champaran (01),Rural,15-19,290885,167335,123550,38438,21831,11645,76451,34063,42388,27495
10,203,District - Pashchim Champaran (01),Rural,20-24,244785,128210,116575,34912,16878,8260,101666,35373,66293,47121
10,203,District - Pashchim Champaran (01),Rural,Adolescent (10-19),767478,419180,348298,108051,55001,28626,168523,74452,94071,34978
10,203,District - Pashchim Champaran (01),Rural,Youth (15-24),535670,295545,240125,73350,38709,19905,178117,69436,108681,74616
10,203,District - Pashchim Champaran (01),Urban,All Ages,393165,207301,185864,29217,4468,2353,159088,72468,86620,16419
10,203,District - Pashchim Champaran (01),Urban,10-14,50295,26119,24176,3847,614,329,6819,3359,3460,149
10,203,District - Pashchim Champaran (01),Urban,15-19,40201,22128,18073,2806,465,251,6218,3314,2904,949
10,203,District - Pashchim Champaran (01),Urban,20-24,33616,18527,15089,2282,345,193,7520,3201,4319,1757
10,203,District - Pashchim Champaran (01),Urban,Adolescent (10-19),90496,48247,42249,6653,1079,580,13037,6673,6364,1098
10,203,District - Pashchim Champaran (01),Urban,Youth (15-24),73817,40655,33162,5088,810,444,13738,6515,7223,2706
10,204,District - Purba Champaran (02),Total,All Ages,5099371,2681209,2418162,649726,12461,6454,2822414,1273606,1548808,615189
